date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-04-03,3947.87,4026.5,4022.16,3939.78,231917360.0,50.87,1.28,3913.624,3842.547,3803.302,215642329.6,195627028.8,214195372.0
2019-04-02,3986.34,3988.1,3971.29,3956.51,226000336.0,-2.64,-0.07,3857.87,3823.875,3794.599,197010547.2,189998502.4,218503372.8
2019-04-01,3901.17,3982.91,3973.93,3901.17,271382720.0,101.59,2.62,3803.7,3810.142,3786.835,186419795.2,185571179.2,218746014.4
2019-03-29,3739.77,3876.38,3872.34,3739.77,215639104.0,143.94,3.86,3757.48,3797.924,3777.843,171860515.2,180125712.0,221351384.0
2019-03-28,3731.06,3755.72,3728.4,3710.08,133272128.0,-14.99,-0.4,3749.772,3785.191,3771.712,163004092.8,176079257.6,220804978.4
2019-03-27,3724.41,3750.26,3743.39,3703.45,138758448.0,42.95,1.16,3771.47,3782.2,3768.76,175611728.0,181833768.0,223381883.2
2019-03-26,3766.53,3770.84,3700.44,3687.55,173046576.0,-42.39,-1.13,3789.88,3780.28,3765.51,182986457.6,191326147.2,230755762.4
2019-03-25,3776.44,3807.18,3742.83,3741.61,198586320.0,-90.97,-2.37,3816.584,3785.771,3764.723,184722563.2,201514129.6,240005368.0
2019-03-22,3838.13,3845.58,3833.8,3786.59,171356992.0,-3.09,-0.08,3838.368,3784.483,3764.055,188390908.8,204746784.0,247203908.0
2019-03-21,3840.28,3864.07,3836.89,3823.47,196310304.0,1.45,0.04,3820.61,3766.861,3748.371,189154422.4,219410092.8,247997956.8
2019-03-20,3825.34,3855.15,3835.44,3790.51,175632096.0,1.48,0.04,3792.93,3764.057,3728.662,188055808.0,232763715.2,247189606.4
2019-03-19,3856.59,3868.34,3833.96,3815.22,181727104.0,-17.79,-0.46,3770.68,3765.322,3709.487,199665836.8,247008243.2,245777516.8
2019-03-18,3753.64,3851.75,3851.75,3733.68,216928048.0,106.74,2.85,3754.958,3763.527,3689.769,218305696.0,251920849.6,245645350.4
2019-03-15,3713.94,3782.24,3745.01,3713.94,175174560.0,46.52,1.26,3730.598,3757.762,3669.469,221102659.2,262577056.0,243943252.8
2019-03-14,3710.29,3747.82,3698.49,3673.85,190817232.0,-25.7,-0.69,3713.112,3758.232,3649.153,249665763.2,265530699.2,242367955.2
2019-03-13,3758.71,3763.09,3724.19,3708.81,233682240.0,-31.16,-0.83,3735.184,3755.32,3634.336,277471622.4,264929998.4,240383457.6
2019-03-12,3758.32,3804.72,3755.35,3723.68,274926400.0,25.4,0.68,3759.964,3750.74,3617.978,294350649.6,270185377.6,236890762.4
2019-03-11,3663.98,3731.91,3729.95,3650.81,230912864.0,72.37,1.98,3772.096,3743.674,3596.727,285536003.2,278496606.4,229256065.6
2019-03-08,3721.4,3774.54,3657.58,3656.19,317990080.0,-151.27,-3.97,3784.926,3743.627,3575.553,304051452.8,289661032.0,222651344.4
2019-03-07,3841.15,3845.18,3808.85,3778.8,329846528.0,-39.24,-1.02,3803.352,3729.881,3555.044,281395635.2,276585820.8,210852822.4
2019-03-06,3822.86,3855.16,3848.09,3787.52,318077376.0,32.08,0.84,3775.456,3693.267,3524.683,252388374.4,261615497.6,198672888.0
2019-03-05,3785.38,3816.16,3816.01,3770.79,230853168.0,21.91,0.58,3741.516,3653.651,3490.703,246020105.6,244546790.4,185956345.2
2019-03-04,3783.04,3886.58,3794.1,3764.78,323490112.0,44.39,1.18,3715.252,3616.011,3459.601,271457209.6,239369851.2,178296603.6
2019-03-01,3699.22,3749.71,3749.71,3668.77,204710992.0,80.34,2.19,3702.328,3581.175,3429.085,275270611.2,225309449.6,166253219.6
2019-02-28,3675.26,3695.46,3669.37,3650.05,184810224.0,-9.02,-0.24,3656.41,3540.074,3400.823,271776006.4,219205211.2,160216056.4
2019-02-27,3682.81,3737.63,3678.39,3638.33,286236032.0,-6.3,-0.17,3611.078,3513.351,3375.293,270842620.8,215836916.8,154622276.8
2019-02-26,3734.71,3762.11,3684.69,3679.27,358038688.0,-44.79,-1.2,3565.786,3485.215,3348.426,243073475.2,203596147.2,143303999.2
2019-02-25,3575.85,3729.48,3729.48,3574.69,342557120.0,209.36,5.95,3516.77,3449.78,3321.358,207282492.8,180015524.8,129051591.2
2019-02-22,3439.38,3520.12,3520.12,3417.98,187237968.0,77.41,2.25,3460.022,3407.479,3294.166,175348288.0,155641656.8,116619486.4
2019-02-21,3450.14,3500.25,3442.71,3431.63,180143296.0,-9.22,-0.27,3423.738,3380.207,3276.568,166634416.0,145119824.0,112455779.6
2019-02-20,3449.93,3463.77,3451.93,3421.51,147390304.0,12.32,0.36,3415.624,3356.099,3260.004,160831212.8,135730278.4,107457358.4
2019-02-19,3454.72,3480.79,3439.61,3419.07,179083776.0,-6.13,-0.18,3404.644,3327.754,3243.84,164118819.2,127365900.0,104098560.0
2019-02-18,3366.42,3445.74,3445.74,3366.42,182886096.0,107.04,3.21,3382.79,3303.19,3228.259,152748556.8,117223356.0,99583019.6
2019-02-15,3391.24,3395.03,3338.7,3335.87,143668608.0,-63.44,-1.86,3354.936,3276.994,3209.361,135935025.6,107196989.6,93744800.0
2019-02-14,3392.85,3415.4,3402.14,3381.98,151127280.0,5.11,0.15,3336.676,3261.571,3197.165,123605232.0,101226901.6,90150690.8
2019-02-13,3337.78,3405.58,3397.03,3329.14,163828336.0,66.69,2.0,3296.574,3237.235,3180.692,110629344.0,93407636.8,86857914.8
2019-02-12,3306.35,3335.36,3330.34,3298.63,122232464.0,23.87,0.72,3250.864,3211.637,3164.765,90612980.8,83011851.2,84034715.6
2019-02-11,3239.81,3307.06,3306.47,3239.81,98818440.0,59.07,1.82,3223.59,3192.935,3150.633,81698155.2,78087657.6,82231621.6
2019-02-01,3225.73,3247.5,3247.4,3207.72,82019640.0,45.77,1.43,3199.052,3180.852,3138.024,78458953.6,77597316.0,82348917.6
2019-01-31,3182.7,3216.07,3201.63,3178.01,86247840.0,33.15,1.05,3186.466,3172.929,3127.448,78848571.2,79791735.2,83413884.0
2019-01-30,3181.66,3202.9,3168.48,3167.89,63746520.0,-25.49,-0.8,3177.896,3163.908,3115.608,76185929.6,79184438.4,82644847.2
2019-01-29,3177.26,3200.99,3193.97,3148.23,77658336.0,10.19,0.32,3172.41,3159.925,3105.661,75410721.6,80831220.0,82890672.0
2019-01-28,3203.12,3228.87,3183.78,3174.72,82622432.0,-0.69,-0.02,3162.28,3153.327,3096.495,74477160.0,81942683.2,82560444.0
2019-01-25,3165.18,3203.17,3184.47,3164.41,83967728.0,25.69,0.81,3162.652,3141.727,3086.832,76735678.4,80292610.4,82456411.6
2019-01-24,3146.6,3165.63,3158.78,3125.3,72934632.0,17.73,0.56,3159.392,3132.758,3077.71,80734899.2,79074480.0,81040376.8
2019-01-23,3136.1,3157.63,3141.05,3131.87,59870480.0,-2.27,-0.07,3149.92,3124.149,3070.635,82182947.2,80308192.8,81328116.4
2019-01-22,3181.95,3181.95,3143.32,3135.34,72990528.0,-42.32,-1.33,3147.44,3117.892,3065.492,86251718.4,85057580.0,81199573.2
2019-01-21,3170.88,3199.21,3185.64,3170.88,93915024.0,17.47,0.55,3144.374,3108.33,3059.796,89408206.4,86375585.6,81387952.0
2019-01-18,3124.5,3171.69,3168.17,3120.35,103963832.0,56.75,1.82,3120.802,3095.196,3053.885,83849542.4,87100519.2,80179674.0
2019-01-17,3132.63,3141.71,3111.42,3110.06,80174872.0,-17.23,-0.55,3106.124,3081.966,3050.033,77414060.8,87036032.8,77757597.4
2019-01-16,3126.13,3135.01,3128.65,3117.29,80214336.0,0.66,0.02,3098.378,3067.308,3050.884,78433438.4,86105256.0,76939869.8
2019-01-15,3071.52,3129.37,3127.99,3064.67,88772968.0,60.21,1.96,3088.344,3051.397,3052.511,83863441.6,84950124.0,76254003.4
2019-01-14,3092.5,3097.41,3067.78,3064.38,66121704.0,-27.0,-0.87,3072.286,3039.663,3054.407,83342964.8,83178204.8,76030417.4
2019-01-11,3082.26,3102.83,3094.78,3071.03,71786424.0,22.09,0.72,3069.59,3031.936,3062.003,90351496.0,84620212.8,77246469.8
2019-01-10,3077.48,3092.54,3072.69,3062.57,85271760.0,-5.79,-0.19,3057.808,3022.661,3065.794,96658004.8,83006273.6,76322644.4
2019-01-09,3065.23,3117.96,3078.48,3062.85,107364352.0,30.78,1.01,3036.238,3017.12,3070.151,93777073.6,82348040.0,74720250.2
2019-01-08,3049.87,3055.51,3047.7,3038.53,86170584.0,-6.6,-0.22,3014.45,3013.092,3073.465,86036806.4,77341566.4,72523896.2
2019-01-07,3055.15,3061.75,3054.3,3035.91,101164360.0,18.43,0.61,3007.04,3011.262,3080.158,83013444.8,76400318.4,70883463.2
2019-01-04,2940.19,3036.81,3035.87,2935.83,103318968.0,71.03,2.4,2994.282,3012.574,3086.526,78888929.6,73258828.8,69641683.6
2019-01-03,2963.02,3000.44,2964.84,2953.25,70867104.0,-4.7,-0.16,2987.514,3018.1,3097.333,69354542.4,68479162.0,68283388.0
2019-01-02,3017.07,3018.78,2969.54,2958.49,68663016.0,-41.11,-1.36,2998.002,3034.459,3112.476,70919006.4,67774483.6,68710784.8
